account_id,account_number,person_id,bank_name
A01141,68423263554690,P00410,Synthetic Cooperative Bank
A01142,69310571973238,P00379,Fictional National Bank
A01143,55278762602356,P00699,Mock Union Bank
A01144,93099986891950,P00047,Sample Trust Bank
A01145,67969999381919,P01387,Mock Union Bank
A01146,74612319002415,P01123,Mock Union Bank
A01147,58637353327028,P00217,Sample Trust Bank
A01148,68685843116210,P00803,Sample Trust Bank
A01149,14947396543105,P00700,Mock Union Bank
A01150,10302759608895,P00866,Sample Trust Bank
A01151,93584342314945,P01218,Synthetic Cooperative Bank
A01152,25860620981804,P01478,Fictional National Bank
A01153,99151414050850,P01304,Fictional National Bank
A01154,47429636412264,P01405,Sample Trust Bank
A01155,43924539604240,P00263,Fictional National Bank
A01156,42539685276820,P00896,Fictional National Bank
A01157,81224661428097,P01096,Fictional National Bank
A01158,97909635159117,P00318,Mock Union Bank
A01159,31702533797086,P01297,Fictional National Bank
A01160,37758725371720,P00603,Fictional National Bank
A01161,33003256964741,P00636,Synthetic Cooperative Bank
A01162,31151968394842,P01841,Synthetic Cooperative Bank
A01163,63154309903491,P00811,Synthetic Cooperative Bank
A01164,65366713646351,P00152,Mock Union Bank
A01165,28232534852979,P00639,Synthetic Cooperative Bank
A01166,96577583352197,P01423,Fictional National Bank
A01167,64064123154024,P01959,Mock Union Bank
A01168,83075016327034,P01960,Fictional National Bank
A01169,05269636427212,P00494,Sample Trust Bank
A01170,45436768796746,P01890,Sample Trust Bank
A01171,26986301333279,P01258,Synthetic Cooperative Bank
A01172,70267199614949,P01618,Fictional National Bank
A01173,51475616038495,P01709,Synthetic Cooperative Bank
A01174,68228795614109,P00781,Sample Trust Bank
A01175,59293257890885,P00752,Fictional National Bank
A01176,03034711202730,P00836,Synthetic Cooperative Bank
A01177,85951292072230,P01801,Synthetic Cooperative Bank
A01178,82339895111399,P00474,Sample Trust Bank
A01179,73879278767823,P01519,Sample Trust Bank
A01180,84229665144486,P00015,Mock Union Bank
A01181,30620681484991,P00909,Sample Trust Bank
A01182,29811300843391,P00275,Mock Union Bank
A01183,98117963305074,P01789,Mock Union Bank
A01184,44327192980284,P00103,Mock Union Bank
A01185,16169362408851,P01517,Sample Trust Bank
A01186,38137057410376,P00456,Synthetic Cooperative Bank
A01187,59415258385163,P00342,Mock Union Bank
A01188,11644668471329,P00977,Fictional National Bank
A01189,10291585118581,P01578,Fictional National Bank
A01190,01460235359682,P01651,Fictional National Bank
A01191,40812356316766,P00191,Fictional National Bank
A01192,16892788847871,P00279,Fictional National Bank
A01193,38347705104730,P01703,Fictional National Bank
A01194,82131148241430,P00363,Mock Union Bank
A01195,46978942596349,P01515,Fictional National Bank
A01196,19768933450041,P01516,Mock Union Bank
A01197,13030766170616,P00177,Sample Trust Bank
A01198,46482098728481,P01112,Fictional National Bank
A01199,96923444055724,P01067,Sample Trust Bank
A01200,21396362091604,P01508,Mock Union Bank
A01201,72319017066863,P01901,Sample Trust Bank
A01202,85893584047057,P00260,Fictional National Bank
A01203,26565641656667,P01651,Fictional National Bank
A01204,11120701805893,P00662,Mock Union Bank
A01205,79262552576150,P01138,Synthetic Cooperative Bank
A01206,98480861868304,P00369,Synthetic Cooperative Bank
A01207,22997853210133,P00549,Synthetic Cooperative Bank
A01208,04003765849014,P00020,Fictional National Bank
A01209,65025787090959,P01747,Fictional National Bank
A01210,79904636919918,P00279,Synthetic Cooperative Bank
A01211,64883626961636,P01529,Sample Trust Bank
A01212,71775296942691,P01340,Mock Union Bank
A01213,89788141245277,P01705,Fictional National Bank
A01214,87550562448188,P00714,Sample Trust Bank
A01215,95013919387074,P00871,Fictional National Bank
A01216,20134984382814,P00586,Fictional National Bank
A01217,24786357236273,P00573,Synthetic Cooperative Bank
A01218,90345446843210,P00093,Mock Union Bank
A01219,96861773079099,P00580,Fictional National Bank
A01220,99846761709951,P01386,Fictional National Bank
A01221,35625762109028,P01500,Fictional National Bank
A01222,95500044415663,P00687,Fictional National Bank
A01223,57275622021758,P01888,Synthetic Cooperative Bank
A01224,83905370137607,P01642,Synthetic Cooperative Bank
A01225,32489323775677,P00011,Mock Union Bank
A01226,68532414842689,P01867,Fictional National Bank
A01227,75746585785645,P01769,Fictional National Bank
A01228,92427934682985,P01545,Fictional National Bank
A01229,22873511877863,P00781,Mock Union Bank
A01230,14487774763971,P01989,Fictional National Bank
A01231,88727796068886,P00382,Sample Trust Bank
A01232,42050578462216,P01331,Synthetic Cooperative Bank
A01233,65186515312141,P00513,Synthetic Cooperative Bank
A01234,29879086865146,P01424,Sample Trust Bank
A01235,17059396701552,P01610,Synthetic Cooperative Bank
A01236,12465529578735,P00761,Fictional National Bank
A01237,32022711318002,P00747,Fictional National Bank
A01238,98008475557734,P01489,Synthetic Cooperative Bank
A01239,23913218366949,P00292,Synthetic Cooperative Bank
A01240,80846987329758,P00707,Mock Union Bank
A01241,62713702446984,P01509,Mock Union Bank
A01242,90906609478306,P01127,Synthetic Cooperative Bank
A01243,64658899872444,P01837,Sample Trust Bank
A01244,31284209274939,P01810,Fictional National Bank
A01245,11220215128513,P01178,Sample Trust Bank
A01246,05416523700877,P01014,Sample Trust Bank
A01247,90032260734784,P00734,Synthetic Cooperative Bank
A01248,74846431032338,P00316,Mock Union Bank
A01249,37673058582196,P01617,Mock Union Bank
A01250,99682243121255,P01517,Synthetic Cooperative Bank
A01251,23078141257067,P01466,Fictional National Bank
A01252,92445475971131,P00904,Mock Union Bank
A01253,68731024264596,P01611,Synthetic Cooperative Bank
A01254,46845831090358,P01143,Mock Union Bank
A01255,72632750271926,P01000,Mock Union Bank
A01256,02387288073664,P00362,Sample Trust Bank
A01257,95990196433562,P00083,Synthetic Cooperative Bank
A01258,02111870000822,P01161,Synthetic Cooperative Bank
A01259,53220893956089,P01976,Fictional National Bank
A01260,61710147824759,P00570,Fictional National Bank
A01261,73906650688857,P01530,Sample Trust Bank
A01262,27316035024506,P01552,Synthetic Cooperative Bank
A01263,70524169456468,P00245,Sample Trust Bank
A01264,64691428400001,P00746,Synthetic Cooperative Bank
A01265,74378471073823,P01515,Synthetic Cooperative Bank
A01266,83376223345015,P00286,Mock Union Bank
A01267,76578661000059,P00229,Fictional National Bank
A01268,18624793933489,P01700,Fictional National Bank
A01269,26963155580087,P00560,Mock Union Bank
A01270,57513183823708,P00989,Mock Union Bank
A01271,68501381385418,P00541,Mock Union Bank
A01272,32645701773370,P00346,Fictional National Bank
A01273,53605497127931,P00092,Fictional National Bank
A01274,62775699906041,P01065,Sample Trust Bank
A01275,60956611828921,P01232,Fictional National Bank
A01276,58643583097533,P01974,Sample Trust Bank
A01277,49289691861756,P00393,Sample Trust Bank
A01278,54964220699255,P00430,Synthetic Cooperative Bank
A01279,35808756344910,P00106,Mock Union Bank
A01280,48831927277834,P01681,Fictional National Bank
A01281,32818167177110,P00985,Synthetic Cooperative Bank
A01282,20736174574179,P00558,Fictional National Bank
A01283,80000013302148,P00997,Fictional National Bank
A01284,01139215819277,P00500,Synthetic Cooperative Bank
A01285,37645618468915,P00523,Synthetic Cooperative Bank
A01286,65974709148719,P00408,Synthetic Cooperative Bank
A01287,90833826561978,P01391,Sample Trust Bank
A01288,12666991699277,P01086,Fictional National Bank
A01289,86657486597759,P01348,Sample Trust Bank
A01290,73800750682337,P00971,Synthetic Cooperative Bank
A01291,39347412678865,P01670,Sample Trust Bank
A01292,38546052173213,P00101,Synthetic Cooperative Bank
A01293,58789288022955,P00007,Sample Trust Bank
A01294,30888370799190,P00781,Sample Trust Bank
A01295,15434491974708,P00247,Mock Union Bank
A01296,67117249859634,P01081,Synthetic Cooperative Bank
A01297,09416267240896,P00834,Synthetic Cooperative Bank
A01298,70132156670191,P01118,Sample Trust Bank
A01299,10459992071898,P00229,Fictional National Bank
A01300,13189605034611,P00292,Sample Trust Bank
A01301,17414655451233,P00466,Mock Union Bank
A01302,16491566303633,P00720,Sample Trust Bank
A01303,86500744352501,P01429,Fictional National Bank
A01304,36470669677813,P00814,Mock Union Bank
A01305,52448649153509,P00128,Fictional National Bank
A01306,35184063929465,P01334,Fictional National Bank
A01307,32710049912643,P01554,Mock Union Bank
A01308,09819205091633,P01508,Synthetic Cooperative Bank
A01309,62593286571192,P01314,Mock Union Bank
A01310,12830062381839,P01957,Synthetic Cooperative Bank
A01311,16791776196079,P00527,Fictional National Bank
A01312,29233591335315,P00187,Synthetic Cooperative Bank
A01313,28724504094147,P00697,Sample Trust Bank
A01314,68289821824468,P00179,Synthetic Cooperative Bank
A01315,16362970386473,P01621,Synthetic Cooperative Bank
A01316,23224263783681,P01941,Synthetic Cooperative Bank
A01317,14528784759044,P00673,Sample Trust Bank
A01318,17643441057940,P00555,Sample Trust Bank
A01319,25329324448345,P01380,Fictional National Bank
A01320,95508977547281,P01151,Mock Union Bank
A01321,06625016220437,P01334,Sample Trust Bank
A01322,49487248492615,P01978,Synthetic Cooperative Bank
A01323,30568208082078,P01845,Fictional National Bank
A01324,82209252109423,P01187,Mock Union Bank
A01325,79130279299025,P01355,Fictional National Bank
A01326,22798257998835,P00049,Mock Union Bank
A01327,26032240807700,P01851,Synthetic Cooperative Bank
A01328,81715068524608,P00951,Mock Union Bank
A01329,20851512286600,P01641,Sample Trust Bank
A01330,49411715903648,P01931,Sample Trust Bank
A01331,25901259968483,P00484,Mock Union Bank
A01332,29786715429599,P01515,Mock Union Bank
A01333,19477007191035,P01600,Synthetic Cooperative Bank
A01334,35921723405155,P00432,Sample Trust Bank
A01335,14387061154211,P00830,Mock Union Bank
A01336,91926595173366,P01223,Sample Trust Bank
A01337,14313740019801,P00599,Fictional National Bank
A01338,63822443265495,P00011,Fictional National Bank
A01339,98197855179154,P01330,Synthetic Cooperative Bank
A01340,80345948930494,P00786,Fictional National Bank
A01341,91006956981983,P01044,Synthetic Cooperative Bank
A01342,31679266403075,P01864,Fictional National Bank
A01343,99064081067109,P00665,Fictional National Bank
A01344,65105920865374,P00870,Mock Union Bank
A01345,58393185665493,P00699,Mock Union Bank
A01346,81268881078632,P01830,Fictional National Bank
A01347,70307817623255,P00162,Fictional National Bank
A01348,91277615180784,P00167,Mock Union Bank
A01349,67600425976571,P00245,Synthetic Cooperative Bank
A01350,45847951961499,P00669,Fictional National Bank
A01351,14090544496252,P01939,Fictional National Bank
A01352,38973907666752,P00831,Mock Union Bank
A01353,20315799706581,P01288,Fictional National Bank
A01354,45077836350968,P01996,Fictional National Bank
A01355,92271662393526,P01744,Fictional National Bank
A01356,72655813261354,P00167,Synthetic Cooperative Bank
A01357,01823320025304,P01648,Sample Trust Bank
A01358,40718533115648,P00931,Synthetic Cooperative Bank
A01359,62875318483364,P00637,Synthetic Cooperative Bank
A01360,29645871663930,P00212,Synthetic Cooperative Bank
A01361,21688070182155,P01991,Sample Trust Bank
A01362,12512188334017,P00515,Fictional National Bank
A01363,44557669625367,P01185,Fictional National Bank
A01364,12034574175659,P00199,Synthetic Cooperative Bank
A01365,00224223716643,P00411,Synthetic Cooperative Bank
A01366,35199972111529,P01321,Synthetic Cooperative Bank
A01367,09930676420117,P00871,Synthetic Cooperative Bank
A01368,10910460052049,P00150,Mock Union Bank
A01369,68651038953722,P01652,Sample Trust Bank
A01370,83929025324488,P01538,Fictional National Bank
A01371,69657765439592,P00974,Fictional National Bank
A01372,31245347491160,P00502,Mock Union Bank
A01373,78182223449447,P01355,Mock Union Bank
A01374,85694451421572,P01069,Fictional National Bank
A01375,60713391438276,P00502,Mock Union Bank
A01376,12395545259137,P01323,Synthetic Cooperative Bank
A01377,06773097803993,P01672,Mock Union Bank
A01378,62075391919382,P00785,Fictional National Bank
A01379,35073984855050,P01015,Sample Trust Bank
A01380,51146278566217,P01013,Sample Trust Bank
A01381,72438144565149,P01846,Sample Trust Bank
A01382,01446338455450,P00679,Fictional National Bank
A01383,22198848131205,P00242,Synthetic Cooperative Bank
A01384,98930922202417,P00110,Sample Trust Bank
A01385,97068382826674,P00801,Fictional National Bank
A01386,00977354962595,P01365,Fictional National Bank
A01387,21355301253436,P01456,Mock Union Bank
A01388,93706756440314,P00764,Synthetic Cooperative Bank
A01389,19457205553216,P00360,Mock Union Bank
A01390,55026945058360,P01753,Sample Trust Bank
A01391,88499392886689,P00312,Fictional National Bank
A01392,65285443052361,P00192,Mock Union Bank
A01393,16370727420050,P01732,Synthetic Cooperative Bank
A01394,40799397788104,P01298,Mock Union Bank
A01395,59054248784041,P01171,Mock Union Bank
A01396,14088779515699,P00991,Synthetic Cooperative Bank
A01397,13790168840476,P00259,Synthetic Cooperative Bank
A01398,99479141592842,P00452,Sample Trust Bank
A01399,67741653746678,P01753,Mock Union Bank
A01400,37164361116859,P01651,Mock Union Bank
A01401,24171687478256,P01982,Synthetic Cooperative Bank
A01402,32510110288314,P00537,Fictional National Bank
A01403,01120174748157,P00530,Sample Trust Bank
A01404,94238021245824,P00190,Sample Trust Bank
A01405,80709278574364,P01495,Synthetic Cooperative Bank
A01406,24702691546669,P00651,Synthetic Cooperative Bank
A01407,07297223187086,P01837,Synthetic Cooperative Bank
A01408,44539750829038,P00410,Mock Union Bank
A01409,98028440278362,P00765,Sample Trust Bank
A01410,49414790447515,P01103,Synthetic Cooperative Bank
A01411,92606082382000,P01783,Synthetic Cooperative Bank
A01412,80678246553092,P01187,Synthetic Cooperative Bank
A01413,21288169035832,P00355,Synthetic Cooperative Bank
A01414,72344241608388,P00448,Fictional National Bank
A01415,89948223322846,P00498,Sample Trust Bank
A01416,99710818632133,P00229,Sample Trust Bank
A01417,52145544722700,P01869,Mock Union Bank
A01418,99744225973037,P01982,Mock Union Bank
A01419,50837432006083,P01026,Fictional National Bank
A01420,77366758598771,P01276,Mock Union Bank
A01421,33353837902389,P00926,Mock Union Bank
A01422,05694761927812,P01555,Fictional National Bank
A01423,62480995224275,P00914,Sample Trust Bank
A01424,73720170117555,P00223,Sample Trust Bank
A01425,47351067444998,P00899,Fictional National Bank
A01426,71677880302492,P01564,Synthetic Cooperative Bank
A01427,00833418715503,P01346,Synthetic Cooperative Bank
A01428,38035431373129,P00107,Mock Union Bank
A01429,04888198759973,P01584,Synthetic Cooperative Bank
A01430,92780992839863,P01386,Fictional National Bank
A01431,62046786303816,P01256,Fictional National Bank
A01432,48670769864449,P01820,Fictional National Bank
A01433,51015427255730,P00231,Fictional National Bank
A01434,08725842302272,P01985,Sample Trust Bank
A01435,52152723114341,P01379,Sample Trust Bank
A01436,38267759727771,P00755,Mock Union Bank
A01437,53465740968348,P00801,Sample Trust Bank
A01438,98716462929177,P01555,Synthetic Cooperative Bank
A01439,05390811000778,P00766,Synthetic Cooperative Bank
A01440,18263741987032,P01944,Synthetic Cooperative Bank
A01441,81933922744545,P00623,Mock Union Bank
A01442,72787924477174,P01530,Fictional National Bank
A01443,68679942061376,P00802,Synthetic Cooperative Bank
A01444,61825930878790,P00377,Fictional National Bank
A01445,12126358156710,P00345,Synthetic Cooperative Bank
A01446,62251933562844,P01919,Synthetic Cooperative Bank
A01447,28284012520043,P00965,Synthetic Cooperative Bank
A01448,18281247966678,P00091,Synthetic Cooperative Bank
A01449,17294099375137,P00054,Sample Trust Bank
A01450,84814196799184,P01767,Mock Union Bank
A01451,20849653851940,P00137,Mock Union Bank
A01452,84593401075287,P01868,Sample Trust Bank
A01453,57502259312272,P00323,Mock Union Bank
A01454,49550307958254,P00528,Sample Trust Bank
A01455,72396778390751,P00929,Sample Trust Bank
A01456,06626794099073,P00398,Sample Trust Bank
A01457,29176480361454,P01437,Mock Union Bank
A01458,29195650584841,P00052,Mock Union Bank
A01459,28356022935117,P01140,Mock Union Bank
A01460,86369380584607,P01752,Fictional National Bank
A01461,43517593172610,P01319,Mock Union Bank
A01462,31479612650889,P00643,Sample Trust Bank
A01463,58537997881668,P00711,Fictional National Bank
A01464,51198887447321,P01245,Sample Trust Bank
A01465,85457477060855,P01279,Synthetic Cooperative Bank
A01466,56432754115652,P00611,Sample Trust Bank
A01467,15626699818052,P00897,Sample Trust Bank
A01468,92008546316460,P01974,Sample Trust Bank
A01469,64932375583883,P01950,Synthetic Cooperative Bank
A01470,14932548592820,P00447,Sample Trust Bank
A01471,53479710900281,P00850,Fictional National Bank
A01472,32666178088644,P00077,Fictional National Bank
A01473,27765029425012,P00770,Synthetic Cooperative Bank
A01474,91535375927197,P01621,Sample Trust Bank
A01475,16242933801070,P01486,Fictional National Bank
A01476,44608348649175,P00865,Fictional National Bank
A01477,31233153497621,P00901,Sample Trust Bank
A01478,03751416486689,P00563,Synthetic Cooperative Bank
A01479,39732786028496,P01830,Synthetic Cooperative Bank
A01480,55012199149952,P01768,Mock Union Bank
A01481,59530196549705,P00377,Mock Union Bank
A01482,59914521020388,P01940,Sample Trust Bank
A01483,71360421210046,P00004,Sample Trust Bank
A01484,52100848654255,P01216,Sample Trust Bank
A01485,86222905441710,P01879,Mock Union Bank
A01486,67392936907064,P01924,Sample Trust Bank
A01487,35838951752047,P00276,Sample Trust Bank
A01488,48307627325538,P00050,Synthetic Cooperative Bank
A01489,43832622506348,P00911,Synthetic Cooperative Bank
A01490,23014646750380,P00901,Mock Union Bank
A01491,18520397101044,P01474,Synthetic Cooperative Bank
A01492,50980993409600,P00430,Sample Trust Bank
A01493,68486558422527,P01750,Sample Trust Bank
A01494,57556442927750,P00767,Fictional National Bank
A01495,25267494222166,P01207,Fictional National Bank
A01496,52381498714203,P01225,Mock Union Bank
A01497,77931240493863,P00903,Sample Trust Bank
A01498,31755337347763,P00286,Fictional National Bank
A01499,65858276546991,P01742,Mock Union Bank
A01500,89730378581442,P01349,Synthetic Cooperative Bank
A01501,76190750561155,P00803,Mock Union Bank
A01502,07498188696115,P01600,Fictional National Bank
A01503,18729701268315,P00128,Sample Trust Bank
A01504,42060511697690,P00330,Mock Union Bank
A01505,52682194719023,P00521,Synthetic Cooperative Bank
A01506,10732575921230,P00985,Synthetic Cooperative Bank
A01507,89905643172104,P01716,Sample Trust Bank
A01508,11867019878350,P00413,Mock Union Bank
A01509,45931813125470,P00591,Sample Trust Bank
A01510,13505407647186,P00381,Synthetic Cooperative Bank
A01511,43681314539480,P01258,Sample Trust Bank
A01512,07845845840222,P01656,Sample Trust Bank
A01513,60218066725279,P01437,Synthetic Cooperative Bank
A01514,44451906774210,P01497,Synthetic Cooperative Bank
A01515,34437108425754,P00031,Synthetic Cooperative Bank
A01516,73534972486898,P01617,Synthetic Cooperative Bank
A01517,53502277469033,P00325,Mock Union Bank
A01518,13705877522212,P00975,Fictional National Bank
A01519,40234203387384,P00066,Mock Union Bank
A01520,35002156383666,P01831,Mock Union Bank
A01521,36586949199785,P01278,Fictional National Bank
A01522,44553296773759,P01674,Mock Union Bank
A01523,28318886166633,P01738,Mock Union Bank
A01524,80911541682497,P00363,Sample Trust Bank
A01525,54911406547651,P00013,Synthetic Cooperative Bank
A01526,67490753513834,P01851,Mock Union Bank
A01527,93349565158223,P00814,Fictional National Bank
A01528,47605967656124,P01187,Synthetic Cooperative Bank
A01529,44146796938925,P00452,Synthetic Cooperative Bank
A01530,14937352908311,P01691,Sample Trust Bank
A01531,86744786873207,P01373,Fictional National Bank
A01532,16944182697187,P01061,Fictional National Bank
A01533,53987405419199,P01426,Mock Union Bank
A01534,98511742614227,P01434,Mock Union Bank
A01535,51228589370810,P00057,Synthetic Cooperative Bank
A01536,43189100492460,P00685,Fictional National Bank
A01537,28549972631508,P01772,Fictional National Bank
A01538,66704295790354,P00016,Fictional National Bank
A01539,64282359848876,P01655,Fictional National Bank
A01540,64841212349605,P01073,Synthetic Cooperative Bank
A01541,06272352643611,P01509,Synthetic Cooperative Bank
A01542,88705716298475,P01688,Mock Union Bank
A01543,00964614699483,P01001,Mock Union Bank
A01544,01668586778953,P00795,Synthetic Cooperative Bank
A01545,75393036199932,P00601,Sample Trust Bank
A01546,38615742368378,P01458,Fictional National Bank
A01547,71718658807461,P01346,Synthetic Cooperative Bank
A01548,65456566363638,P00077,Fictional National Bank
A01549,92223042103799,P00412,Synthetic Cooperative Bank
A01550,48793701233579,P01801,Synthetic Cooperative Bank
A01551,75901292992920,P01475,Fictional National Bank
A01552,70457408507491,P00458,Fictional National Bank
A01553,92823696493826,P01963,Synthetic Cooperative Bank
A01554,80033833673614,P00173,Fictional National Bank
A01555,61945615818110,P00557,Sample Trust Bank
A01556,99429223197895,P01395,Synthetic Cooperative Bank
A01557,20108981072322,P01288,Sample Trust Bank
A01558,78301944108834,P00588,Mock Union Bank
A01559,53742494178584,P00489,Sample Trust Bank
A01560,02392831091571,P01494,Fictional National Bank
A01561,39792341024250,P00022,Mock Union Bank
A01562,63106268441877,P01212,Sample Trust Bank
A01563,89617687296204,P01661,Synthetic Cooperative Bank
A01564,75810141008259,P01529,Synthetic Cooperative Bank
A01565,65117682515288,P00418,Fictional National Bank
A01566,49605469050849,P01970,Mock Union Bank
A01567,17042047308788,P01312,Sample Trust Bank
A01568,26322844133358,P00654,Fictional National Bank
A01569,10377002335823,P01718,Mock Union Bank
A01570,06274157088328,P01603,Sample Trust Bank
A01571,41614354349189,P01701,Synthetic Cooperative Bank
A01572,55746433304030,P01676,Mock Union Bank
A01573,18158535062925,P01095,Fictional National Bank
A01574,99491943733312,P01463,Synthetic Cooperative Bank
A01575,65568502208053,P01390,Mock Union Bank
A01576,92795132465183,P01507,Mock Union Bank
A01577,91461201407983,P01752,Mock Union Bank
A01578,77160108317349,P00039,Sample Trust Bank
A01579,15533975317528,P00401,Sample Trust Bank
A01580,22400025937581,P00195,Synthetic Cooperative Bank
A01581,02287408975784,P00681,Synthetic Cooperative Bank
A01582,51802642149288,P01824,Mock Union Bank
A01583,34477927969392,P00144,Fictional National Bank
A01584,15704533043494,P00686,Fictional National Bank
A01585,98826874433731,P00714,Mock Union Bank
A01586,02903008103911,P01260,Fictional National Bank
A01587,07559786216348,P01285,Mock Union Bank
A01588,43053447550823,P01473,Synthetic Cooperative Bank
A01589,88161371958807,P01053,Synthetic Cooperative Bank
A01590,27146355428468,P01575,Sample Trust Bank
A01591,87203238322704,P00425,Mock Union Bank
A01592,27402655859245,P00467,Fictional National Bank
A01593,31081854805143,P00325,Synthetic Cooperative Bank
A01594,74909944718132,P00937,Mock Union Bank
A01595,62146133547337,P01514,Fictional National Bank
A01596,55563481415771,P00330,Fictional National Bank
A01597,49223966528514,P01490,Fictional National Bank
A01598,82745745659925,P01186,Fictional National Bank
A01599,33736435371214,P00966,Sample Trust Bank
A01600,70095830428632,P00477,Synthetic Cooperative Bank
A01601,26557474493667,P00132,Synthetic Cooperative Bank
A01602,21608340289740,P00641,Synthetic Cooperative Bank
A01603,93496479353956,P01521,Synthetic Cooperative Bank
A01604,54262671889267,P01593,Fictional National Bank
A01605,61916673221775,P00178,Mock Union Bank
A01606,44772045337697,P01617,Fictional National Bank
A01607,27624396063007,P01388,Synthetic Cooperative Bank
A01608,38917873563921,P00410,Fictional National Bank
A01609,78162698773510,P01000,Mock Union Bank
A01610,97344685009479,P01685,Mock Union Bank
A01611,92936166290879,P00903,Synthetic Cooperative Bank
A01612,86367763966352,P01137,Sample Trust Bank
A01613,00755040841383,P00467,Fictional National Bank
A01614,75282079077988,P00191,Sample Trust Bank
A01615,82561664028028,P00238,Fictional National Bank
A01616,24466165175866,P00283,Sample Trust Bank
A01617,65704388339238,P01987,Mock Union Bank
A01618,91269176498577,P00052,Mock Union Bank
A01619,35984070547209,P00327,Synthetic Cooperative Bank
A01620,65296794718916,P00858,Sample Trust Bank
A01621,73100179776600,P01080,Synthetic Cooperative Bank
A01622,03642382235522,P00315,Fictional National Bank
A01623,12456212025409,P01206,Mock Union Bank
A01624,39654525517656,P00206,Synthetic Cooperative Bank
A01625,95092628975720,P00832,Synthetic Cooperative Bank
A01626,14306143288589,P01422,Mock Union Bank
A01627,99069981892371,P00895,Fictional National Bank
A01628,90711364689068,P00504,Sample Trust Bank
A01629,80391277905387,P01025,Mock Union Bank
A01630,89534297039773,P00151,Synthetic Cooperative Bank
A01631,00414326944104,P01883,Synthetic Cooperative Bank
A01632,20086586233487,P01883,Fictional National Bank
A01633,42114746757325,P01231,Fictional National Bank
A01634,41561731243219,P01415,Sample Trust Bank
A01635,24761740353005,P01144,Sample Trust Bank
A01636,41727340697541,P01036,Synthetic Cooperative Bank
A01637,26301508922983,P01979,Fictional National Bank
A01638,21337045038607,P01182,Synthetic Cooperative Bank
A01639,30628734512951,P01237,Sample Trust Bank
A01640,28558679316027,P01345,Sample Trust Bank
A01641,48765612806955,P00388,Synthetic Cooperative Bank
A01642,10953161566785,P01761,Sample Trust Bank
A01643,34112928810423,P01504,Mock Union Bank
A01644,47965545085548,P01251,Mock Union Bank
A01645,06904398788899,P01202,Mock Union Bank
A01646,84406026909594,P01240,Fictional National Bank
A01647,21989902077730,P00684,Fictional National Bank
A01648,02933367705297,P00650,Synthetic Cooperative Bank
A01649,84127913253325,P00698,Mock Union Bank
A01650,04162742212115,P01534,Mock Union Bank
A01651,48502461016810,P01302,Sample Trust Bank
A01652,77973095146073,P00199,Sample Trust Bank
A01653,40324044012178,P00335,Mock Union Bank
A01654,34361455012904,P01907,Synthetic Cooperative Bank
A01655,28686677564698,P00164,Synthetic Cooperative Bank
A01656,32094816853199,P00753,Fictional National Bank
A01657,70146187027392,P01373,Mock Union Bank
A01658,78314642508823,P01591,Synthetic Cooperative Bank
A01659,39696477323724,P01541,Synthetic Cooperative Bank
A01660,13324061869460,P01208,Mock Union Bank
A01661,27450569582616,P00778,Fictional National Bank
A01662,38125802562197,P00394,Mock Union Bank
A01663,04404241426562,P00940,Sample Trust Bank
A01664,60464300724766,P00141,Fictional National Bank
A01665,53139783747669,P01920,Synthetic Cooperative Bank
A01666,72424278412876,P00977,Fictional National Bank
A01667,82612499877999,P00258,Mock Union Bank
A01668,81940681275610,P01314,Mock Union Bank
A01669,86732586848106,P01819,Synthetic Cooperative Bank
A01670,16569386512054,P00542,Fictional National Bank
A01671,28078647701696,P00701,Synthetic Cooperative Bank
A01672,23362706538137,P01831,Mock Union Bank
A01673,23543512904589,P01888,Sample Trust Bank
A01674,85952405004510,P00432,Sample Trust Bank
A01675,60588095924398,P01284,Fictional National Bank
A01676,88322570211686,P00666,Sample Trust Bank
A01677,02892814989656,P01940,Fictional National Bank
A01678,78154836115383,P01651,Synthetic Cooperative Bank
A01679,64493474303426,P01893,Sample Trust Bank
A01680,45661155681609,P01094,Sample Trust Bank
A01681,05787660178296,P00601,Fictional National Bank
A01682,47307480279727,P01727,Synthetic Cooperative Bank
A01683,99699465217456,P00026,Mock Union Bank
A01684,88438684438068,P01111,Mock Union Bank
A01685,45795573815679,P00206,Sample Trust Bank
A01686,81561302327639,P01285,Fictional National Bank
A01687,94973976876596,P00776,Mock Union Bank
A01688,71817534096199,P01970,Sample Trust Bank
A01689,51175634406021,P01537,Fictional National Bank
A01690,62696967278332,P01177,Synthetic Cooperative Bank
A01691,37319682436981,P00747,Synthetic Cooperative Bank
A01692,06789726715691,P01769,Mock Union Bank
A01693,70129839454164,P01443,Sample Trust Bank
A01694,15006652853004,P00055,Mock Union Bank
A01695,86859222200659,P00738,Sample Trust Bank
A01696,41442018034206,P01291,Sample Trust Bank
A01697,21704668708179,P01692,Sample Trust Bank
A01698,16712304658365,P00276,Fictional National Bank
A01699,16658136622208,P01492,Sample Trust Bank
A01700,02130509639947,P01723,Synthetic Cooperative Bank
A01701,88146082474079,P01779,Mock Union Bank
A01702,44417566619621,P01845,Synthetic Cooperative Bank
A01703,39295019761032,P00333,Fictional National Bank
A01704,80872670511938,P00771,Synthetic Cooperative Bank
A01705,09045816729193,P01854,Fictional National Bank
A01706,01859052731187,P00533,Sample Trust Bank
A01707,67224128650384,P00695,Fictional National Bank
A01708,95992224924440,P00107,Sample Trust Bank
